"","word","n"
"6697","marchforourlivesmn",2
"6698","marchforourlivesnola",2
"6699","marchforourlivesokc",2
"6700","marchforourlivesorlando",2
"6701","marchforourlivesparkland",2
"6702","marchforourlivessac",2
"6703","marchforourlivesseattle",2
"6704","marchforourlivesthis",2
"6705","marchforourlivesyour",2
"6706","marchforyourvote",2
"6707","marchofourlives",2
"6708","marginal",2
"6709","marketing",2
"6710","marti",2
"6711","masks",2
"6712","massachusetts",2
"6713","massacres",2
"6714","massapequa",2
"6715","masse",2
"6716","mast",2
"6717","materials",2
"6718","mcbonespur",2
"6719","mcdonalds",2
"6720","mcqu",2
"6721","mea",2
"6722","meaning:rwanda",2
"6723","measure",2
"6724","meenie",2
"6725","memo",2
"6726","memorials",2
"6727","mentality",2
"6728","mercilessly",2
"6729","mes",2
"6730","methinks",2
"6731","metoomovementand",2
"6732","mexico’s",2
"6733","mfolchi",2
"6734","mi.can",2
"6735","midst",2
"6736","midtermsarecoming",2
"6737","mig",2
"6738","mil",2
"6739","mileg",2
"6740","military.this",2
"6741","milk",2
"6742","millio",2
"6743","millspulsesandy",2
"6744","miney",2
"6745","minimum",2
"6746","minion",2
"6747","minions",2
"6748","minor",2
"6749","mis",2
"6750","misinformed",2
"6751","mocked",2
"6752","mocks",2
"6753","mom’s",2
"6754","moment.it’s",2
"6755","mommy",2
"6756","momsplain",2
"6757","mongering",2
"6758","mongers",2
"6759","monterey",2
"6760","mooks",2
"6761","mooving",2
"6762","morass",2
"6763","moronic",2
"6764","morphine",2
"6765","morrison",2
"6766","mortified",2
"6767","motivation",2
"6768","motorcade",2
"6769","mourning",2
"6770","mourns",2
"6771","mouths",2
"6772","movement.these",2
"6773","mp",2
"6774","msdst",2
"6775","msdstrongso",2
"6776","msdstudents",2
"6777","mt",2
"6778","mule",2
"6779","murderers",2
"6780","murders",2
"6781","museums",2
"6782","musket",2
"6783","myrightsdomatter",2
"6784","n.j",2
"6785","nagasaki",2
"6786","nana",2
"6787","naples",2
"6788","natio",2
"6789","navsaria",2
"6790","nazionale",2
"6791","ncresists",2
"6792","nearest",2
"6793","negate",2
"6794","nerds",2
"6795","nerdy",2
"6796","nero",2
"6797","netherlands",2
"6798","neveragain3",2
"6799","neveragaindc's",2
"6800","neveragainfrance",2
"6801","neveragainno",2
"6802","neveragainstand",2
"6803","neveragainwe",2
"6804","neveragainwhat",2
"6805","neverevertrustarepubl",2
"6806","nevergiveup",2
"6807","newspaper",2
"6808","newt",2
"6809","newyorkcity",2
"6810","nfl",2
"6811","nga",2
"6812","night's",2
"6813","nights",2
"6814","nobelpeacepr",2
"6815","noconcon",2
"6816","nogunsps",2
"6817","nominate",2
"6818","nomistudentsmarch",2
"6819","nomor",2
"6820","nonviolence",2
"6821","nose",2
"6822","nosontressomostodxs",2
"6823","noteworthy",2
"6824","notmypresiden",2
"6825","notmypresident",2
"6826","notrumpnonranofascistusa",2
"6827","novem",2
"6828","now.make",2
"6829","nr",2
"6830","nrabloo",2
"6831","nrabloodontheirhandstakes",2
"6832","nraisaterroristorgainization",2
"6833","nrait's",2
"6834","nrapawns",2
"6835","nrawhore",2
"6836","nsfw",2
"6837","nuestra",2
"6838","nuff",2
"6839","numb",2
"6840","numbered.this",2
"6841","nurse",2
"6842","nursing",2
"6843","nv",2
"6844","nysut",2
"6845","o'donnell",2
"6846","oath",2
"6847","obligation",2
"6848","observance",2
"6849","observe",2
"6850","occupied",2
"6851","offended",2
"6852","offering",2
"6853","office.account",2
"6854","officers",2
"6855","ohmygodthesekids",2
"6856","ol",2
"6857","olympics",2
"6858","omaha",2
"6859","omahastudentactivists",2
"6860","onas",2
"6861","ooda",2
"6862","opioid",2
"6863","opposes",2
"6864","opposite",2
"6865","oppressed",2
"6866","option",2
"6867","organ",2
"6868","organisations",2
"6869","organizestudents2018",2
"6870","orient",2
"6871","orlandor",2
"6872","osstf",2
"6873","ottawa",2
"6874","ouryouthrwoke",2
"6875","outcome",2
"6876","outlets",2
"6877","outof",2
"6878","outperformed",2
"6879","outrageous",2
"6880","outweighs",2
"6881","ov",2
"6882","overand",2
"6883","overcame",2
"6884","overcome",2
"6885","overseas",2
"6886","overused",2
"6887","owe",2
"6888","owes",2
"6889","owl",2
"6890","p’alante",2
"6891","painful",2
"6892","paki",2
"6893","palla",2
"6894","palr",2
"6895","pandora",2
"6896","pants",2
"6897","pardon",2
"6898","paren",2
"6899","parenting",2
"6900","parishioners",2
"6901","parkland.not",2
"6902","parklandkids",2
"6903","parklandschoolsh",2
"6904","partaken",2
"6905","partum",2
"6906","passengers",2
"6907","pastor",2
"6908","path",2
"6909","paulryan",2
"6910","pawns",2
"6911","pda",2
"6912","peddling",2
"6913","pedophil",2
"6914","pee",2
"6915","peek",2
"6916","peer",2
"6917","pencil",2
"6918","pencils",2
"6919","pendejo",2
"6920","pennsylvan",2
"6921","penthouse",2
"6922","peoples",2
"6923","percent",2
"6924","permanent",2
"6925","perseverance",2
"6926","persisting",2
"6927","persistmovement",2
"6928","perspective",2
"6929","pet",2
"6930","ph",2
"6931","phil",2
"6932","philadelphia",2
"6933","philippine",2
"6934","philistine",2
"6935","phones",2
"6936","photograph",2
"6937","pi",2
"6938","pigs",2
"6939","pioneers",2
"6940","pisses",2
"6941","pistol",2
"6942","pistols",2
"6943","pivot",2
"6944","pix",2
"6945","pizza",2
"6946","pla",2
"6947","plac",2
"6948","ple",2
"6949","plea",2
"6950","pleasant",2
"6951","pleased",2
"6952","plug",2
"6953","plundering",2
"6954","plymouth",2
"6955","plz",2
"6956","podcast",2
"6957","poetic",2
"6958","poison",2
"6959","polic",2
"6960","polit",2
"6961","polital",2
"6962","politicizing",2
"6963","poll:when",2
"6964","popping",2
"6965","por",2
"6966","portions",2
"6967","portray",2
"6968","possession",2
"6969","potter",2
"6970","pouring",2
"6971","powerfu",2
"6972","powertothepolls",2
"6973","powwowyouth",2
"6974","praise",2
"6975","praying",2
"6976","precursor",2
"6977","preferential",2
"6978","preformed",2
"6979","presidency",2
"6980","presidents",2
"6981","press",2
"6982","pretended",2
"6983","preventative",2
"6984","previous",2
"6985","previously",2
"6986","prick",2
"6987","principal",2
"6988","proactive",2
"6989","proba",2
"6990","probl",2
"6991","produce",2
"6992","programming",2
"6993","promoting",2
"6994","propagate",2
"6995","prophesy",2
"6996","proposals",2
"6997","propose",2
"6998","protectkidswithguns",2
"6999","protectourchildren",2
"7000","protecttranstroops",2
"7001","protocols",2
"7002","prou",2
"7003","proving",2
"7004","psa",2
"7005","psychological",2
"7006","ptsd",2
"7007","pulitzer",2
"7008","pulpit",2
"7009","pumped",2
"7010","pun",2
"7011","pundits",2
"7012","pussyriot",2
"7013","putin’s",2
"7014","quadruple",2
"7015","queer",2
"7016","queue",2
"7017","r's",2
"7018","rachel",2
"7019","racial",2
"7020","radar",2
"7021","radicalized",2
"7022","radiodidn't",2
"7023","rallythat",2
"7024","randomact",2
"7025","rank",2
"7026","ranks",2
"7027","rant",2
"7028","rapper",2
"7029","rat",2
"7030","reactive",2
"7031","real.so",2
"7032","realised",2
"7033","reall",2
"7034","realworld",2
"7035","rear",2
"7036","rebut",2
"7037","recap",2
"7038","records",2
"7039","recounted",2
"7040","reduced",2
"7041","reelection",2
"7042","reeling",2
"7043","ref",2
"7044","refil",2
"7045","reflections",2
"7046","refo",2
"7047","reframing",2
"7048","refused",2
"7049","refuses",2
"7050","regard",2
"7051","regulations",2
"7052","reject",2
"7053","relationships",2
"7054","relatives",2
"7055","relegating",2
"7056","relevancy",2
"7057","relief",2
"7058","relies",2
"7059","religion",2
"7060","remaining",2
"7061","remark",2
"7062","rememberinnovembe",2
"7063","remington",2
"7064","renew",2
"7065","reno",2
"7066","repe",2
"7067","replace",2
"7068","replies",2
"7069","reprehensible",2
"7070","representati",2
"7071","repressed",2
"7072","republicans.how",2
"7073","repubs",2
"7074","repugs",2
"7075","researchers",2
"7076","resi",2
"7077","reside",2
"7078","resilience",2
"7079","resp",2
"7080","respecting",2
"7081","respon",2
"7082","responds",2
"7083","responsibilities",2
"7084","restore",2
"7085","restoring",2
"7086","resuscitation",2
"7087","retiring",2
"7088","retreate",2
"7089","reveal",2
"7090","revealed",2
"7091","reverse",2
"7092","revise",2
"7093","revolt",2
"7094","rewrite",2
"7095","rhe",2
"7096","rice",2
"7097","ricky",2
"7098","ridic",2
"7099","righttofreespeech",2
"7100","rincón",2
"7101","rip",2
"7102","ripgop",2
"7103","rips",2
"7104","risking",2
"7105","rkba",2
"7106","robin",2
"7107","rocklin",2
"7108","root",2
"7109","rooting",2
"7110","route",2
"7111","routes",2
"7112","rting",2
"7113","rural",2
"7114","rus",2
"7115","rushlimbaugh",2
"7116","ruthlessly",2
"7117","s3",2
"7118","sadthese",2
"7119","saf",2
"7120","salmon",2
"7121","samuel",2
"7122","sanantonio",2
"7123","sanctioned",2
"7124","sandra",2
"7125","saranac",2
"7126","sarasota",2
"7127","sassy",2
"7128","satire",2
"7129","savelives",2
"7130","saves",2
"7131","scales",2
"7132","scalia",2
"7133","scandal",2
"7134","scandalfam",2
"7135","scenario",2
"7136","sch",2
"7137","scheduled",2
"7138","scho",2
"7139","schoolchildren",2
"7140","schoolshooting",2
"7141","schumer",2
"7142","scientific",2
"7143","scrapbooks",2
"7144","screens",2
"7145","screenshot",2
"7146","screw",2
"7147","scrotus",2
"7148","scumbag",2
"7149","scumbags",2
"7150","sd7",2
"7151","seals",2
"7152","searching",2
"7153","sec",2
"7154","secondary",2
"7155","seens",2
"7156","selection",2
"7157","selective",2
"7158","semitic",2
"7159","senschumer",2
"7160","senselessly",2
"7161","sensibleg",2
"7162","separating",2
"7163","separation",2
"7164","sermon",2
"7165","servants",2
"7166","sever",2
"7167","shaming",2
"7168","shatter",2
"7169","sheroes",2
"7170","sherrod",2
"7171","shields",2
"7172","shill",2
"7173","ship",2
"7174","shitshow",2
"7175","shivers",2
"7176","shoals",2
"7177","shock",2
"7178","shooti",2
"7179","shopping",2
"7180","shorter",2
"7181","shou",2
"7182","shoulder",2
"7183","shoulders",2
"7184","shoutout",2
"7185","shred",2
"7186","shredded",2
"7187","shredding",2
"7188","shutdownthenra",2
"7189","significance",2
"7190","silenc",2
"7191","silence.the",2
"7192","silencer",2
"7193","silences",2
"7194","silently",2
"7195","silver",2
"7196","simpl",2
"7197","sinister",2
"7198","sip",2
"7199","sippingsaturday",2
"7200","sippingsunday",2
"7201","sisterjeanisracist",2
"7202","sitin",2
"7203","situationi",2
"7204","sized",2
"7205","skies",2
"7206","skip",2
"7207","skull",2
"7208","skyrocke",2
"7209","skyscrapermiley",2
"7210","slain.this",2
"7211","slang",2
"7212","slayer",2
"7213","sleeping",2
"7214","sling",2
"7215","slip",2
"7216","slumping",2
"7217","smokers",2
"7218","snake",2
"7219","soc",2
"7220","socially",2
"7221","society's",2
"7222","solo",2
"7223","someday",2
"7224","son’s",2
"7225","sorcerers",2
"7226","sotu",2
"7227","source",2
"7228","spain",2
"7229","span",2
"7230","spea",2
"7231","speechless",2
"7232","spew",2
"7233","spine",2
"7234","splatoon2",2
"7235","sponsoring",2
"7236","sport",2
"7237","springsremember",2
"7238","squat",2
"7239","ss",2
"7240","staffers",2
"7241","standards",2
"7242","staring",2
"7243","starters",2
"7244","state’s",2
"7245","statistics",2
"7246","statisticsi",2
"7247","statutory",2
"7248","stayawake",2
"7249","staying",2
"7250","sticking",2
"7251","stimulus",2
"7252","stockton",2
"7253","stonemandouglashighschool",2
"7254","stopanimalabuse",2
"7255","stopnra",2
"7256","stoptheviolence",2
"7257","stoptheviolencei",2
"7258","stopworlddogshow2019china",2
"7259","stormydanielsday2",2
"7260","strange",2
"7261","strangely",2
"7262","strat",2
"7263","streetsnot",2
"7264","strikes",2
"7265","strogers",2
"7266","strongly",2
"7267","struggle",2
"7268","struggling",2
"7269","studentsforchange",2
"7270","studentsteachers",2
"7271","stuvoice",2
"7272","subtweet",2
"7273","suburb",2
"7274","suck",2
"7275","suckered",2
"7276","suckers",2
"7277","sucks",2
"7278","suicidal",2
"7279","summary",2
"7280","suppor",2
"7281","supporte",2
"7282","supportive",2
"7283","supposedly",2
"7284","sur",2
"7285","surgery",2
"7286","suspe",2
"7287","suspended",2
"7288","swear",2
"7289","swim",2
"7290","switch",2
"7291","sword",2
"7292","symbols",2
"7293","sympathizers",2
"7294","syrian",2
"7295","tactic",2
"7296","talkin",2
"7297","tamir",2
"7298","targeting",2
"7299","taxes",2
"7300","taxscam",2
"7301","tea",2
"7302","teachersforcongress",2
"7303","teamsharice",2
"7304","teaparty",2
"7305","techcharlestonparklandsan",2
"7306","technology",2
"7307","teenagerebels",2
"7308","temporary",2
"7309","terrorize",2
"7310","test",2
"7311","testified",2
"7312","tetchy",2
"7313","tf",2
"7314","tge",2
"7315","thebreakfastclub",2
"7316","thefuture",2
"7317","thenraisaterroristorganization",2
"7318","thereof",2
"7319","thes",2
"7320","thesekids",2
"7321","this.if",2
"7322","thisismypresident",2
"7323","thisiswhatdemocracylooksli",2
"7324","thompson",2
"7325","threaten",2
"7326","throat",2
"7327","throwthemout",2
"7328","thursday",2
"7329","thurston",2
"7330","tick",2
"7331","tidepodgeneration",2
"7332","tides",2
"7333","timeline",2
"7334","timely",2
"7335","timesquare",2
"7336","tire",2
"7337","tix",2
"7338","tock",2
"7339","today.trump",2
"7340","toddler",2
"7341","toe",2
"7342","tolerant",2
"7343","tomorrow's",2
"7344","tongue",2
"7345","toni",2
"7346","tony",2
"7347","tools",2
"7348","torch",2
"7349","torshin",2
"7350","torso",2
"7351","touched",2
"7352","towns",2
"7353","tragedies",2
"7354","tranquility",2
"7355","transcendent",2
"7356","transf",2
"7357","transparent",2
"7358","transplant",2
"7359","travel",2
"7360","trigger",2
"7361","triumphed",2
"7362","trivia",2
"7363","troll",2
"7364","trolling",2
"7365","troubled",2
"7366","trum",2
"7367","trumpcrimesyndicate",2
"7368","trumpets",2
"7369","trumpis",2
"7370","trumpisacoward",2
"7371","trumpism",2
"7372","trumplies",2
"7373","trumprussiaconspiracy",2
"7374","trumprussianra",2
"7375","trus",2
"7376","tuesdaythoughts",2
"7377","turmoil",2
"7378","twee",2
"7379","twin",2
"7380","twit",2
"7381","types",2
"7382","tyrants",2
"7383","uber’s",2
"7384","uesf",2
"7385","uh",2
"7386","um",2
"7387","unaffected",2
"7388","uncles",2
"7389","undoing",2
"7390","unequivocal",2
"7391","unfair",2
"7392","unhinged",2
"7393","uniting",2
"7394","univ",2
"7395","universe",2
"7396","universities",2
"7397","unjust",2
"7398","unknown",2
"7399","unleash",2
"7400","unprompted",2
"7401","unrealistic",2
"7402","unrepresented",2
"7403","unsettling",2
"7404","unsilentmajority",2
"7405","unsolicited",2
"7406","unwilling",2
"7407","updated",2
"7408","upgrades",2
"7409","upright",2
"7410","upsidedown",2
"7411","usco",2
"7412","vail",2
"7413","vegasgreat",2
"7414","vegasremember",2
"7415","vehicle",2
"7416","vibes",2
"7417","vict",2
"7418","victim.so",2
"7419","vie",2
"7420","vigilant",2
"7421","violation",2
"7422","violen",2
"7423","violence.i",2
"7424","violences",2
"7425","virus",2
"7426","visible",2
"7427","visionsyoung",2
"7428","vitriol",2
"7429","vocal",2
"7430","voic",2
"7431","voicefor",2
"7432","voiceofthevoiceless",2
"7433","voicing",2
"7434","volunteered",2
"7435","vomit",2
"7436","vomiting",2
"7437","vote.you",2
"7438","vote2020",2
"7439","voteblue2018",2
"7440","votecourage",2
"7441","votefromabroad",2
"7442","votehimout",2
"7443","voterregistration",2
"7444","votersthis",2
"7445","votethem",2
"7446","votethemout2019",2
"7447","vulnerable",2
"7448","wacthed",2
"7449","wadler's",2
"7450","waited",2
"7451","wakeupamerica",2
"7452","walt",2
"7453","warfare",2
"7454","warr",2
"7455","warrant",2
"7456","wasted",2
"7457","wat",2
"7458","waterloo",2
"7459","watershed",2
"7460","way.this",2
"7461","weaken",2
"7462","wecanendgunviolence",2
"7463","wednesday",2
"7464","week's",2
"7465","weekends",2
"7466","weekly",2
"7467","weep",2
"7468","weightloss",2
"7469","weston",2
"7470","whenwevotewewin",2
"7471","where’s",2
"7472","whi",2
"7473","whiner",2
"7474","whip",2
"7475","whipped",2
"7476","wichita",2
"7477","wicked",2
"7478","wilde",2
"7479","willfully",2
"7480","william",2
"7481","wilson",2
"7482","winds",2
"7483","wine",2
"7484","wiser",2
"7485","withdrew",2
"7486","witty",2
"7487","wlwt",2
"7488","wmd",2
"7489","woc",2
"7490","wolf",2
"7491","womenofcolor",2
"7492","womenshistorymonth",2
"7493","womensmarch",2
"7494","womensmarch2018",2
"7495","wont",2
"7496","woods",2
"7497","worl",2
"7498","worldsare",2
"7499","worries",2
"7500","worshipers",2
"7501","worthwh",2
"7502","would've",2
"7503","wrongsideofhistory",2
"7504","wsys",2
"7505","wut",2
"7506","wv",2
"7507","ww2",2
"7508","ww3",2
"7509","yamamoto",2
"7510","yawn",2
"7511","yeehaw",2
"7512","yesdamn",2
"7513","yo.my",2
"7514","yom",2
"7515","yonkers",2
"7516","youand",2
"7517","youthvote",2
"7518","zoë",2
"7519","zone",2
"7520","01",1
"7521","03.24.18",1
"7522","0325",1
"7523","06deaconsushijesuspatchessunshinechyna",1
"7524","1,38",1
"7525","1,708",1
"7526","1.06",1
"7527","1.25",1
"7528","1.3",1
"7529","1.5",1
"7530","1.50",1
"7531","1.53",1
"7532","100k’s",1
"7533","100th",1
"7534","108,324,679",1
"7535","10s",1
"7536","11,000",1
"7537","115,942",1
"7538","11th",1
"7539","11weeks",1
"7540","12,987",1
"7541","12pm",1
"7542","146",1
"7543","14t",1
"7544","150",1
"7545","15k",1
"7546","15y",1
"7547","15yo",1
"7548","17.85",1
"7549","1719",1
"7550","175,000",1
"7551","1775",1
"7552","1776",1
"7553","1792",1
"7554","17minutes",1
"7555","17people's",1
"7556","17th",1
"7557","18,000",1
"7558","180",1
"7559","1876",1
"7560","1936",1
"7561","1939",1
"7562","1950",1
"7563","1960s",1
"7564","1961",1
"7565","1963",1
"7566","1969",1
"7567","1983",1
"7568","1984",1
"7569","1986",1
"7570","1998",1
"7571","19th",1
"7572","1day",1
"7573","1sta",1
"7574","2001",1
"7575","2002",1
"7576","2008",1
"7577","2016march",1
"7578","2018bluewave",1
"7579","2018midterm",1
"7580","2018milesin2018",1
"7581","202",1
"7582","2030",1
"7583","2044",1
"7584","21,000",1
"7585","218",1
"7586","21pm",1
"7587","21st",1
"7588","224",1
"7589","2275",1
"7590","23rd",1
"7591","24milehike",1
"7592","24pm",1
"7593","250",1
"7594","26.2",1
"7595","26th",1
"7596","27,000",1
"7597","27th",1
"7598","2fight",1
"7599","2get",1
"7600","2k18",1
"7601","2nda",1
"7602","2oth",1
"7603","2see",1
"7604","2take",1
"7605","2xl",1
"7606","3,083",1
"7607","3.24.2018",1
"7608","3.3m",1
"7609","3.3million",1
"7610","300k",1
"7611","305strong",1
"7612","30seconds",1
"7613","316",1
"7614","31st",1
"7615","325",1
"7616","326",1
"7617","326.1m",1
"7618","334",1
"7619","33bcandobetter",1
"7620","35",1
"7621","35s",1
"7622","35th",1
"7623","38,000",1
"7624","390",1
"7625","3am",1
"7626","3it's",1
"7627","3m",1
"7628","3of7",1
"7629","3rd",1
"7630","3rds",1
"7631","3x",1
"7632","4,000",1
"7633","4,500",1
"7634","40th",1
"7635","413th",1
"7636","431",1
"7637","442",1
"7638","4484call",1
"7639","45s",1
"7640","470",1
"7641","471",1
"7642","4by",1
"7643","4k",1
"7644","4of7",1
"7645","4th",1
"7646","5,15",1
"7647","5.56",1
"7648","500k",1
"7649","500wsdc",1
"7650","504.38",1
"7651","519",1
"7652","52",1
"7653","55th",1
"7654","56",1
"7655","5721573",1
"7656","5k",1
"7657","5m",1
"7658","5of7",1
"7659","600000",1
"7660","612",1
"7661","65",1
"7662","6k",1
"7663","6mins",1
"7664","6of7",1
"7665","7044573",1
"7666","7141417",1
"7667","725",1
"7668","750,000",1
"7669","770",1
"7670","7814314",1
"7671","7of7",1
"7672","800.000",1
"7673","80m",1
"7674","80s",1
"7675","8151816",1
"7676","850,00",1
"7677","850k",1
"7678","877",1
"7679","88",1
"7680","893,000",1
"7681","8k",1
"7682","8th",1
"7683","900",1
"7684","900k",1
"7685","919",1
"7686","92",1
"7687","98",1
"7688","98.5",1
"7689","98lbs",1
"7690","99.9",1
"7691","9y",1
"7692","9yo",1
"7693","aa",1
"7694","aaaannnddd",1
"7695","aaron",1
"7696","ab",1
"7697","abandoned",1
"7698","abandonment",1
"7699","abc",1
"7700","aberdeen",1
"7701","abhorre",1
"7702","abilit",1
"7703","abject",1
"7704","abo",1
"7705","abolishnra",1
"7706","abolishthenra",1
"7707","about.th",1
"7708","abov",1
"7709","abroadthe",1
"7710","absence",1
"7711","absentee",1
"7712","absofuckingloutly",1
"7713","absolutism",1
"7714","abstinence",1
"7715","absurdity",1
"7716","abus",1
"7717","abused",1
"7718","abuser",1
"7719","abusive",1
"7720","abysmal",1
"7721","acce",1
"7722","acceptance",1
"7723","accessible",1
"7724","accessories",1
"7725","accessory",1
"7726","accident",1
"7727","accidentally",1
"7728","accompany",1
"7729","accomplices",1
"7730","accountin",1
"7731","accumulated",1
"7732","accusatory",1
"7733","accuser’s",1
"7734","accuses",1
"7735","accusing",1
"7736","achangin",1
"7737","achi",1
"7738","achiev",1
"7739","achieved",1
"7740","achieves",1
"7741","acknowle",1
"7742","acknowledges",1
"7743","acknowledgment",1
"7744","acquired",1
"7745","acr",1
"7746","acros",1
"7747","acted",1
"7748","actionsnotwords",1
"7749","activ",1
"7750","activated",1
"7751","activating",1
"7752","actively",1
"7753","activisim",1
"7754","actors.cc",1
"7755","acute",1
"7756","adage",1
"7757","addicted",1
"7758","additionally",1
"7759","adequately",1
"7760","admired",1
"7761","admonish",1
"7762","adoption",1
"7763","adorab",1
"7764","adorable",1
"7765","adore",1
"7766","adults.i",1
"7767","advance",1
"7768","advancing",1
"7769","advertising",1
"7770","adviceis",1
"7771","aed",1
"7772","affairs",1
"7773","affiliation",1
"7774","affirmed",1
"7775","affords",1
"7776","aficionados",1
"7777","africanamerican",1
"7778","afrin",1
"7779","aft",1
"7780","aftercare",1
"7781","again.but",1
"7782","againstgunviolence",1
"7783","againthe",1
"7784","againto",1
"7785","aged",1
"7786","agen",1
"7787","agency",1
"7788","aggressive",1
"7789","agincourt",1
"7790","agitate",1
"7791","agitators",1
"7792","agre",1
"7793","ahem",1
"7794","ahhhh",1
"7795","ahmed",1
"7796","aho's",1
"7797","ai",1
"7798","aidkin",1
"7799","aids",1
"7800","aims",1
"7801","ain’t",1
"7802","aircraft",1
"7803","aired",1
"7804","airports",1
"7805","airs",1
"7806","aisha",1
"7807","ak47",1
"7808","alarming",1
"7809","alas",1
"7810","albuquerque",1
"7811","albus",1
"7812","alcohol",1
"7813","alerted",1
"7814","alexander",1
"7815","alexmoscou",1
"7816","alexwind",1
"7817","ali",1
"7818","alice",1
"7819","alien",1
"7820","alig",1
"7821","align",1
"7822","allegiance",1
"7823","allen",1
"7824","alley",1
"7825","alligator",1
"7826","allowin",1
"7827","allwe",1
"7828","allyouneed",1
"7829","alma",1
"7830","almighty",1
"7831","alon",1
"7832","alrededor",1
"7833","alter",1
"7834","altered",1
"7835","alternate",1
"7836","alternati",1
"7837","alton",1
"7838","altright",1
"7839","alum",1
"7840","alyssa's",1
"7841","alyssa’s",1
"7842","amarch4ourlivesnyc",1
"7843","amazi",1
"7844","amazing.i",1
"7845","amazingthese",1
"7846","amber",1
"7847","amendmen",1
"7848","amendment.maybe",1
"7849","amendments",1
"7850","amends",1
"7851","ameri",1
"7852","americ",1
"7853","america.she",1
"7854","americagrief",1
"7855","american’s",1
"7856","americanterrorists",1
"7857","americas",1
"7858","americasyouth",1
"7859","amidst",1
"7860","ammosex",1
"7861","ammunition",1
"7862","amor",1
"7863","amp",1
"7864","amy",1
"7865","amyschumer",1
"7866","analogy",1
"7867","analyst",1
"7868","analytica’s",1
"7869","anarchy",1
"7870","anchors",1
"7871","ancient’s",1
"7872","anderson",1
"7873","andit's",1
"7874","andrew",1
"7875","andrewmccabe",1
"7876","andyouwon't",1
"7877","angela",1
"7878","angelou",1
"7879","angered",1
"7880","angerinto",1
"7881","angryface",1
"7882","anguiano",1
"7883","anguish",1
"7884","anguished",1
"7885","annapolis",1
"7886","anne’s",1
"7887","annihilated",1
"7888","annihilation",1
"7889","announce",1
"7890","anonym",1
"7891","anonymity",1
"7892","answer.is",1
"7893","ant",1
"7894","antarctica",1
"7895","anthem",1
"7896","anti2a",1
"7897","antigun",1
"7898","antiquated",1
"7899","antithesis",1
"7900","antoinette",1
"7901","antonio",1
"7902","ants",1
"7903","antsy",1
"7904","anymore.it's",1
"7905","anymore.it’s",1
"7906","anyon",1
"7907","anywher",1
"7908","apartme",1
"7909","apathy",1
"7910","apologies",1
"7911","apostolic",1
"7912","appalling",1
"7913","apparel",1
"7914","apparent",1
"7915","appearance",1
"7916","appearing",1
"7917","appease",1
"7918","applauding",1
"7919","application",1
"7920","applied",1
"7921","applying",1
"7922","appointment",1
"7923","appointments",1
"7924","appreciated",1
"7925","appreciation",1
"7926","approached",1
"7927","appropri",1
"7928","appropriated",1
"7929","appropriately",1
"7930","aq",1
"7931","arab",1
"7932","arapahoe",1
"7933","arbitr",1
"7934","arc",1
"7935","archaic",1
"7936","archiveday",1
"7937","arehuma",1
"7938","areis",1
"7939","arejust",1
"7940","areneveragain",1
"7941","arfin",1
"7942","argued",1
"7943","argum",1
"7944","argume",1
"7945","arianagrande",1
"7946","armedwitheducation",1
"7947","aroun",1
"7948","arragant",1
"7949","arrests",1
"7950","arrhythmi",1
"7951","arrive",1
"7952","arrogant",1
"7953","art.gun",1
"7954","artists",1
"7955","asi",1
"7956","asince",1
"7957","asking.pay",1
"7958","askingforafriend",1
"7959","aspirational",1
"7960","assa",1
"7961","assasination",1
"7962","assassinates",1
"7963","assata",1
"7964","assaultweapons",1
"7965","assaultweaponsreform",1
"7966","assbackwards",1
"7967","assembled",1
"7968","assembling",1
"7969","asser",1
"7970","asserting",1
"7971","assertion",1
"7972","asses",1
"7973","assess",1
"7974","assh",1
"7975","assist",1
"7976","assistant",1
"7977","assumes",1
"7978","asteroid",1
"7979","astonishingly",1
"7980","astounded",1
"7981","ate",1
"7982","athletic",1
"7983","att",1
"7984","attachments",1
"7985","attackin",1
"7986","attendant",1
"7987","attendee",1
"7988","attention.to",1
"7989","attentionyou",1
"7990","attitudes",1
"7991","attorneys",1
"7992","au",1
"7993","auburn's",1
"7994","audi",1
"7995","audience",1
"7996","auditioning",1
"7997","august",1
"7998","aunt",1
"7999","aust",1
"8000","australia's",1
"8001","australian",1
"8002","authentic",1
"8003","authoritarian",1
"8004","automated",1
"8005","automatics",1
"8006","automobile",1
"8007","awaken",1
"8008","awakening",1
"8009","awakens",1
"8010","awarene",1
"8011","away.stop",1
"8012","awaymaybe",1
"8013","awayyou",1
"8014","awed",1
"8015","awing",1
"8016","awkwardness",1
"8017","ayman",1
"8018","az08no",1
"8019","b.s",1
"8020","babbling",1
"8021","babe",1
"8022","babesia",1
"8023","babygirl",1
"8024","babylobbyist",1
"8025","bachelor",1
"8026","backbone",1
"8027","backbut",1
"8028","backers",1
"8029","backfired",1
"8030","backfiretrump",1
"8031","backgro",1
"8032","backnor",1
"8033","backside",1
"8034","backup",1
"8035","bacon",1
"8036","badassdujour.i",1
"8037","baffling",1
"8038","bafflinghe",1
"8039","bagsnot",1
"8040","baierlein",1
"8041","bala",1
"8042","balaclavas",1
"8043","balkans",1
"8044","banannnnaassss",1
"8045","banas",1
"8046","banassultweapons",1
"8047","banautomaticweapons",1
"8048","bancars",1
"8049","bandaid",1
"8050","bands",1
"8051","bandstand",1
"8052","baneverything",1
"8053","banfire",1
